main_category,sub_category,product_name,product_link,ratings,actual_price,image_url,vendor_name
mobiles,Samsung mobiles,"Samsung Galaxy A03s 64 GB, 4 GB RAM, Blue, Mobile Phone",https://www.reliancedigital.in/samsung-galaxy-a03s-64-gb-4-gb-ram-blue-mobile-phone/p/491997514,,12499,https://www.reliancedigital.in/medias/Samsung-Galaxy-A03s-Smartphone-491997514-i-1-1200Wx1200H-300Wx300H?context=bWFzdGVyfGltYWdlc3w1Njc1M3xpbWFnZS9qcGVnfGltYWdlcy9oNDIvaDRkLzk2MjM1ODE0OTEyMzAuanBnfDQzYzdjNjU3ZmQ1MDVmOWQ1ZGYzNTE3NzU1ODNhMzg4MmFlYTA3MzBiOWIzMWFlZjFjNWY5MTQyNTk3OTUxMmY,Reliance
mobiles,Samsung mobiles,"Samsung Galaxy Fold5 512 GB, 12 GB, Beige, Mobile Phone",https://www.reliancedigital.in/samsung-galaxy-fold5-512-gb-12-gb-beige-mobile-phone/p/493838760,,,https://www.reliancedigital.in/medias/Samsung-SM-F946-ZFold5-Cream-493838760-i-1-1200Wx1200H-300Wx300H?context=bWFzdGVyfGltYWdlc3w1NTE1fGltYWdlL2pwZWd8aW1hZ2VzL2hiNi9oYWEvMTAwMzIxMjYyMzA1NTguanBnfGRkOTFiY2VjOTg1MmFmMTU5NGZlZTgzMjViMDJjZTg2MzQ5OWNhMTkzZTZmMWZhNGE4Mjc2MGRkMmQwY2I5NTA,Reliance
mobiles,Samsung mobiles,"Samsung Galaxy Fold5 512 GB, 12 GB, Black, Mobile Phone",https://www.reliancedigital.in/samsung-galaxy-fold5-512-gb-12-gb-black-mobile-phone/p/493838761,,,https://www.reliancedigital.in/medias/Samsung-SMF946-ZFold-Phantom-Black-493838761-i-1-1200Wx1200H-300Wx300H?context=bWFzdGVyfGltYWdlc3w1NDU0fGltYWdlL2pwZWd8aW1hZ2VzL2hiMi9oZjQvMTAwMzIxMjUyNDc1MTguanBnfGVkODA1NWFiZDM2MWIyNzY3MjUwMzc5ZmVhOTU3OGE5ZGVkZWQzZTY0YWRlMDVkNjY1ZTk1NTcxMjk1NDhjMjU,Reliance
mobiles,Samsung mobiles,"Samsung Galaxy A14 4GB RAM 128 GB, Black Mobile Phone",https://www.reliancedigital.in/samsung-galaxy-a14-4gb-ram-128-gb-black-mobile-phone/p/493837982,,18499,https://www.reliancedigital.in/medias/Samsung-Galaxy-A-Series-Black-493837982-i-1-1200Wx1200H-300Wx300H?context=bWFzdGVyfGltYWdlc3w4MDYwfGltYWdlL2pwZWd8aW1hZ2VzL2hhZS9oZDAvMTAwMDg0Nzc5OTA5NDIuanBnfGM3ZDM1Yzk1ZDQ0YTU0N2IxYzc1NzI2MDJmMDA2OWI3NGEwNzY2NDJlYTg4ODdhYTBhZWZmOTRiMTlkOWNkM2Q,Reliance
mobiles,Samsung mobiles,"Samsung A04s 64 GB, 4 GB RAM, Black, Mobile Phone",https://www.reliancedigital.in/samsung-a04s-64-gb-4-gb-ram-black-mobile-phone/p/493178471,,15990,https://www.reliancedigital.in/medias/Samsung-A04S-MobilePhone-493178471-i-1-1200Wx1200H-300Wx300H?context=bWFzdGVyfGltYWdlc3wyNzkxMnxpbWFnZS9qcGVnfGltYWdlcy9oNGEvaGJhLzk5MTQxMzc5Njg2NzAuanBnfDY5YmI4YWU3NTE5YThlYWI2NmVmNjRlOGRjNjM2MDM3YjEyMDJmODg5YTIwMjg0MjU3MmM2NDlkNmJkMmQwOGM,Reliance
mobiles,Samsung mobiles,"Samsung A04s 64 GB, 4 GB RAM, Copper, Mobile Phone",https://www.reliancedigital.in/samsung-a04s-64-gb-4-gb-ram-copper-mobile-phone/p/493178469,,15990,https://www.reliancedigital.in/medias/Samsung-A04S-MobilePhone-493178469-i-1-1200Wx1200H-300Wx300H?context=bWFzdGVyfGltYWdlc3wyODkyOXxpbWFnZS9qcGVnfGltYWdlcy9oNWEvaDhhLzk5MTQxMzc2NDA5OTAuanBnfGRjODI3OTNhOGIxNDdlMjU5ZmEyZGVjYzhhMjlhZjZlZWZjYTA1ZDIzMWFhODRhNWEyN2Q1NTlkNTIyMjFjNWI,Reliance
mobiles,Samsung mobiles,"Samsung A04s 64 GB, 4 GB RAM, Green, Mobile Phone",https://www.reliancedigital.in/samsung-a04s-64-gb-4-gb-ram-green-mobile-phone/p/493178470,,15990,https://www.reliancedigital.in/medias/Samsung-A04S-MobilePhone-493178470-i-1-1200Wx1200H-300Wx300H?context=bWFzdGVyfGltYWdlc3wyNzkwNHxpbWFnZS9qcGVnfGltYWdlcy9oMzIvaGI4Lzk5MTQxMzk5MzQ3NTAuanBnfDUxMjk4MzRhMDU0NmQzZmU4ODFlZjAwZDU0Zjg1MjkzODA3NDA4MjBhOTVmNTBhNzg3ZTlhYjJhYTQyYzFkMzA,Reliance
mobiles,Samsung mobiles,"Samsung Galaxy Flip5  512 GB 8 GB RAM, Lavender, Mobile Phone",https://www.reliancedigital.in/samsung-galaxy-flip5-512-gb-8-gb-ram-lavender-mobile-phone/p/493838753,,"1,13,999.00",https://www.reliancedigital.in/medias/Samsung-Galaxy-Flip-5-493838753-i-1-1200Wx1200H-300Wx300H?context=bWFzdGVyfGltYWdlc3w1Njg3fGltYWdlL2pwZWd8aW1hZ2VzL2g5NC9oZWYvMTAwMzI5MTA1MzI2MzguanBnfGIwZDI1MTExZDI0ZDllZTA5ZmNiOWYwMjc3OTQ4NTA4N2VlNWVmMDEzZGRiNDJiZjFhNzc4MWM1NTkxNTYxZWM,Reliance
mobiles,Samsung mobiles,"Samsung Galaxy Flip5 256 GB 8 GB RAM, Lavender, Mobile Phone",https://www.reliancedigital.in/samsung-galaxy-flip5-256-gb-8-gb-ram-lavender-mobile-phone/p/493838749,,"1,02,999.00",https://www.reliancedigital.in/medias/Samsung-Galaxy-Flip-5-493838749-i-1-1200Wx1200H-300Wx300H?context=bWFzdGVyfGltYWdlc3w1Njg3fGltYWdlL2pwZWd8aW1hZ2VzL2g3ZS9oZDEvMTAwMzI5MDc1ODM1MTguanBnfDY3NGJjZDIyNTMxNTRiZTU0MjhiZDJmNTNkN2QwNGQ0MmNiNzJkNjc1ZDM3MTY0OWU0ZDMxMWQ1ZmRhNTRmOGQ,Reliance
mobiles,Samsung mobiles,"Samsung Galaxy Flip5  512 GB 8 GB RAM, Grey, Mobile Phone",https://www.reliancedigital.in/samsung-galaxy-flip5-512-gb-8-gb-ram-grey-mobile-phone/p/493838754,,"1,13,999.00",https://www.reliancedigital.in/medias/Samsung-SM-F731-ZFlip5-Gray-493838754-i-1-1200Wx1200H-300Wx300H?context=bWFzdGVyfGltYWdlc3w1NDkxfGltYWdlL2pwZWd8aW1hZ2VzL2hiNC9oZWQvMTAwMzIxMTc3MTA4NzguanBnfDdmNWM1Yjg1NWQxMWRlNmFlM2RlNTAxZDIzYTE3YTBkYzFiZmQ0NWFmMTdmYzFjMjc2MjI0M2RiNjQyYTRhYjU,Reliance
