product_name,image_url,actual_price,ratings,discount,product_link,main_category,sub_category,vendor_name
(Refurbished) 2020 HP Chromebook x360 Laptop Computer 8th Gen Intel Core i3-8130U up to 3.4GHz (Beat i5-7200U) 8GB DDR4 RAM 64GB eMMC 14inch FHD 2-in-1 Touchscreen,https://m.media-amazon.com/images/I/61DbDfWdfOL._AC_UY218_.jpg,"14,452",3.8,"₹89,000₹89,000",https://www.amazon.in/HP-Chromebook-Computer-i3-8130U-Touchscreen/dp/B0858DLD9F/ref=sr_1_36?dib=eyJ2IjoiMSJ9.QBzdrhXB9QDpeb_LnmsZ_RBTcUsoi4CNP4jirI_nuwsxUoFbk9_7VrFgYfm9FU58IxNJFihZclBxRnsU0lF47mNnkXrNXZrvmodHSkp7seq-1XDo_Z-bOLcQElY7pd0CUmnMqB5G7o3v2RL4_YwD05OfJL6MyNpXTtvrSRK-TRnAxqjYBI8fu-VVAT8iAMvfsveQs8Z1Ul9yOpGqEL353VSE6Go96ZGxJIRxDtTEhNk.PU30FlCF8mKzbS_wS7bJdds0yAeS1eJp64G9odKlZFE&dib_tag=se&keywords=laptops&qid=1716922976&sr=8-36,Laptops,,amazon
"Lenovo LOQ Intel Core i7-13620H 15.6"" (39.6cm) FHD IPS 144Hz 350Nits Gaming Laptop (16GB/512GB SSD/Win 11/NVIDIA RTX 4060 8GB/3 Month Game Pass/Office 2021/Storm Grey/2.4Kg), 82XV00BRIN",https://m.media-amazon.com/images/I/81f7dTXcl4L._AC_UY218_.jpg,"1,04,990",4,"₹1,61,990₹1,61,990",https://www.amazon.in/Lenovo-i7-13620H-39-6cm-350Nits-82XV00BRIN/dp/B0CR1JLZ8B/ref=sr_1_37?dib=eyJ2IjoiMSJ9.QBzdrhXB9QDpeb_LnmsZ_RBTcUsoi4CNP4jirI_nuwsxUoFbk9_7VrFgYfm9FU58IxNJFihZclBxRnsU0lF47mNnkXrNXZrvmodHSkp7seq-1XDo_Z-bOLcQElY7pd0CUmnMqB5G7o3v2RL4_YwD05OfJL6MyNpXTtvrSRK-TRnAxqjYBI8fu-VVAT8iAMvfsveQs8Z1Ul9yOpGqEL353VSE6Go96ZGxJIRxDtTEhNk.PU30FlCF8mKzbS_wS7bJdds0yAeS1eJp64G9odKlZFE&dib_tag=se&keywords=laptops&qid=1716922976&sr=8-37,Laptops,,amazon
"HP Victus Gaming Laptop, 13th Gen Intel Core i5-13420H, 4GB RTX 2050 GPU, 15.6-inch (39.6 cm), FHD, IPS, 144Hz, 16GB DDR4, 1TB SSD, Backlit KB, B&O, Dual Speakers (MSO, Silver, 2.37 kg), fa1307TX",https://m.media-amazon.com/images/I/71CJDe7YNxL._AC_UY218_.jpg,"66,990",3.6,"₹84,838₹84,838",https://www.amazon.in/HP-i5-13420H-15-6-inch-Speakers-fa1307TX/dp/B0D2LG3DRJ/ref=sr_1_38?dib=eyJ2IjoiMSJ9.QBzdrhXB9QDpeb_LnmsZ_RBTcUsoi4CNP4jirI_nuwsxUoFbk9_7VrFgYfm9FU58IxNJFihZclBxRnsU0lF47mNnkXrNXZrvmodHSkp7seq-1XDo_Z-bOLcQElY7pd0CUmnMqB5G7o3v2RL4_YwD05OfJL6MyNpXTtvrSRK-TRnAxqjYBI8fu-VVAT8iAMvfsveQs8Z1Ul9yOpGqEL353VSE6Go96ZGxJIRxDtTEhNk.PU30FlCF8mKzbS_wS7bJdds0yAeS1eJp64G9odKlZFE&dib_tag=se&keywords=laptops&qid=1716922976&sr=8-38,Laptops,,amazon
"ASUS Vivobook 16X (2022) Thin and Light Laptop,AMD Ryzen 5 5600H, 16.0-inch (40.64 cms) FHD+ 16:10, (8GB RAM/512GB SSD/Integrated Graphics/Windows 11/Office 2021/Silver/1.80 kg), M1603QA-MB501WS",https://m.media-amazon.com/images/I/61xkKiYZVZL._AC_UY218_.jpg,"49,990",4.2,"₹1,04,990₹1,04,990",https://www.amazon.in/ASUS-Vivobook-16-0-inch-40-64-M1603QA-MB501WS/dp/B0B8ZT96HS/ref=sr_1_39?dib=eyJ2IjoiMSJ9.QBzdrhXB9QDpeb_LnmsZ_RBTcUsoi4CNP4jirI_nuwsxUoFbk9_7VrFgYfm9FU58IxNJFihZclBxRnsU0lF47mNnkXrNXZrvmodHSkp7seq-1XDo_Z-bOLcQElY7pd0CUmnMqB5G7o3v2RL4_YwD05OfJL6MyNpXTtvrSRK-TRnAxqjYBI8fu-VVAT8iAMvfsveQs8Z1Ul9yOpGqEL353VSE6Go96ZGxJIRxDtTEhNk.PU30FlCF8mKzbS_wS7bJdds0yAeS1eJp64G9odKlZFE&dib_tag=se&keywords=laptops&qid=1716922976&sr=8-39,Laptops,,amazon
"Acer Nitro V Gaming Laptop 13th Gen Intel Core i5-13420H with RTX 3050 Graphics 6 GB VRAM, 144Hz Display (16 GB DDR5/ 1 TB SSD/Windows 11 Home/Wi-Fi 6),15.6""(39.6cms) FHD ANV15-51",https://m.media-amazon.com/images/I/51GGNToj7aL._AC_UY218_.jpg,"72,490",4,"₹96,999₹96,999",https://www.amazon.in/Acer-i5-13420H-Graphics-Display-ANV15-51/dp/B0CQP3H49P/ref=sr_1_40?dib=eyJ2IjoiMSJ9.QBzdrhXB9QDpeb_LnmsZ_RBTcUsoi4CNP4jirI_nuwsxUoFbk9_7VrFgYfm9FU58IxNJFihZclBxRnsU0lF47mNnkXrNXZrvmodHSkp7seq-1XDo_Z-bOLcQElY7pd0CUmnMqB5G7o3v2RL4_YwD05OfJL6MyNpXTtvrSRK-TRnAxqjYBI8fu-VVAT8iAMvfsveQs8Z1Ul9yOpGqEL353VSE6Go96ZGxJIRxDtTEhNk.PU30FlCF8mKzbS_wS7bJdds0yAeS1eJp64G9odKlZFE&dib_tag=se&keywords=laptops&qid=1716922976&sr=8-40,Laptops,,amazon
"HP Laptop 15, 12th Gen i3-1215U, 15.6-inch (39.6 cm), FHD, Anti-Glare, 8GB DDR4, 512GB SSD, Intel UHD Graphics, Dual Speakers, (Win 11, MSO 2021, Silver, 1.69 kg), 15s-fy5006TU",https://m.media-amazon.com/images/I/61RbL0cgIzL._AC_UY218_.jpg,"36,990",3.9,"₹50,297₹50,297",https://www.amazon.in/HP-i3-1215U-15-6-inch-Anti-Glare-15s-fy5006TU/dp/B0CJBL2QWY/ref=sr_1_41?dib=eyJ2IjoiMSJ9.QBzdrhXB9QDpeb_LnmsZ_RBTcUsoi4CNP4jirI_nuwsxUoFbk9_7VrFgYfm9FU58IxNJFihZclBxRnsU0lF47mNnkXrNXZrvmodHSkp7seq-1XDo_Z-bOLcQElY7pd0CUmnMqB5G7o3v2RL4_YwD05OfJL6MyNpXTtvrSRK-TRnAxqjYBI8fu-VVAT8iAMvfsveQs8Z1Ul9yOpGqEL353VSE6Go96ZGxJIRxDtTEhNk.PU30FlCF8mKzbS_wS7bJdds0yAeS1eJp64G9odKlZFE&dib_tag=se&keywords=laptops&qid=1716922976&sr=8-41,Laptops,,amazon
"ASUS Vivobook 15, IntelCore i7-12650H 12th Gen, 15.6"" (39.62 cm) FHD, Thin and Light Laptop (16 GB RAM/512GB SSD/Win11/Office 2021/Backlit/42WHr /Silver/1.75), X1502ZA-EJ742WS",https://m.media-amazon.com/images/I/813-FmU7N1L._AC_UY218_.jpg,"63,990",3.8,"₹80,990₹80,990",https://www.amazon.in/ASUS-Vivobook-IntelCore-i7-12650H-X1502ZA-EJ742WS/dp/B0CCP9RSG9/ref=sr_1_42?dib=eyJ2IjoiMSJ9.QBzdrhXB9QDpeb_LnmsZ_RBTcUsoi4CNP4jirI_nuwsxUoFbk9_7VrFgYfm9FU58IxNJFihZclBxRnsU0lF47mNnkXrNXZrvmodHSkp7seq-1XDo_Z-bOLcQElY7pd0CUmnMqB5G7o3v2RL4_YwD05OfJL6MyNpXTtvrSRK-TRnAxqjYBI8fu-VVAT8iAMvfsveQs8Z1Ul9yOpGqEL353VSE6Go96ZGxJIRxDtTEhNk.PU30FlCF8mKzbS_wS7bJdds0yAeS1eJp64G9odKlZFE&dib_tag=se&keywords=laptops&qid=1716922976&sr=8-42,Laptops,,amazon
"ZEBRONICS PRO Series Y NBC 2S, Intel Core 11th Gen i5 Processor 16GB RAM & 512GB SSD Laptop, 15.6 Inch (39.6 CM), IPS Display, Ultra Slim, 38.5Wh Large Battery, Windows 11, Silver, 1.76 Kg",https://m.media-amazon.com/images/I/71s2KUCAUsL._AC_UY218_.jpg,"28,490",3.7,"₹51,999₹51,999",https://www.amazon.in/ZEBRONICS-Processor-15-6-Inch-Display-Battery/dp/B0CM3N8LVG/ref=sr_1_43?dib=eyJ2IjoiMSJ9.QBzdrhXB9QDpeb_LnmsZ_RBTcUsoi4CNP4jirI_nuwsxUoFbk9_7VrFgYfm9FU58IxNJFihZclBxRnsU0lF47mNnkXrNXZrvmodHSkp7seq-1XDo_Z-bOLcQElY7pd0CUmnMqB5G7o3v2RL4_YwD05OfJL6MyNpXTtvrSRK-TRnAxqjYBI8fu-VVAT8iAMvfsveQs8Z1Ul9yOpGqEL353VSE6Go96ZGxJIRxDtTEhNk.PU30FlCF8mKzbS_wS7bJdds0yAeS1eJp64G9odKlZFE&dib_tag=se&keywords=laptops&qid=1716922976&sr=8-43,Laptops,,amazon
"ASUS Vivobook 14, Intel Core i3-1115G4 11th Gen, 14"" (35.56 cms) FHD, Thin and Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/Indie Black/1.60 kg), X1400EA-EK323WS",https://m.media-amazon.com/images/I/71mksp9a0LL._AC_UY218_.jpg,"30,990",4.1,"₹48,990₹48,990",https://www.amazon.in/ASUS-Vivobook-i3-1115G4-Windows-X1400EA-EK323WS/dp/B0CLLG9711/ref=sr_1_44?dib=eyJ2IjoiMSJ9.QBzdrhXB9QDpeb_LnmsZ_RBTcUsoi4CNP4jirI_nuwsxUoFbk9_7VrFgYfm9FU58IxNJFihZclBxRnsU0lF47mNnkXrNXZrvmodHSkp7seq-1XDo_Z-bOLcQElY7pd0CUmnMqB5G7o3v2RL4_YwD05OfJL6MyNpXTtvrSRK-TRnAxqjYBI8fu-VVAT8iAMvfsveQs8Z1Ul9yOpGqEL353VSE6Go96ZGxJIRxDtTEhNk.PU30FlCF8mKzbS_wS7bJdds0yAeS1eJp64G9odKlZFE&dib_tag=se&keywords=laptops&qid=1716922976&sr=8-44,Laptops,,amazon
"Lenovo IdeaPad 1 AMD Ryzen 5 5500U 15.6"" (39.62cm) FHD Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/HD Camera/1 Year ADP Free/Grey/1.6Kg), 82R400BGIN",https://m.media-amazon.com/images/I/71bDJ9wxxWL._AC_UY218_.jpg,"35,990",4.1,"₹68,990₹68,990",https://www.amazon.in/Lenovo-IdeaPad-39-62cm-Windows-82R400BGIN/dp/B09MM58Y7Q/ref=sr_1_45?dib=eyJ2IjoiMSJ9.QBzdrhXB9QDpeb_LnmsZ_RBTcUsoi4CNP4jirI_nuwsxUoFbk9_7VrFgYfm9FU58IxNJFihZclBxRnsU0lF47mNnkXrNXZrvmodHSkp7seq-1XDo_Z-bOLcQElY7pd0CUmnMqB5G7o3v2RL4_YwD05OfJL6MyNpXTtvrSRK-TRnAxqjYBI8fu-VVAT8iAMvfsveQs8Z1Ul9yOpGqEL353VSE6Go96ZGxJIRxDtTEhNk.PU30FlCF8mKzbS_wS7bJdds0yAeS1eJp64G9odKlZFE&dib_tag=se&keywords=laptops&qid=1716922976&sr=8-45,Laptops,,amazon
"HP Laptop 15, 13th Gen Intel Core i3-1315U, 15.6-inch (39.6 cm), FHD, 8GB DDR4, 512GB SSD, Thin & Light, Intel Iris Xᵉ Graphics, Dual Speakers (Win 11, MSO 2021, Silver, 1.59 kg), fd0006TU",https://m.media-amazon.com/images/I/71xBnY8PDEL._AC_UY218_.jpg,"40,990",4.1,"₹52,273₹52,273",https://www.amazon.in/HP-i3-1315U-15-6-inch-Graphics-Speakers/dp/B0C3RF3HT3/ref=sr_1_46?dib=eyJ2IjoiMSJ9.QBzdrhXB9QDpeb_LnmsZ_RBTcUsoi4CNP4jirI_nuwsxUoFbk9_7VrFgYfm9FU58IxNJFihZclBxRnsU0lF47mNnkXrNXZrvmodHSkp7seq-1XDo_Z-bOLcQElY7pd0CUmnMqB5G7o3v2RL4_YwD05OfJL6MyNpXTtvrSRK-TRnAxqjYBI8fu-VVAT8iAMvfsveQs8Z1Ul9yOpGqEL353VSE6Go96ZGxJIRxDtTEhNk.PU30FlCF8mKzbS_wS7bJdds0yAeS1eJp64G9odKlZFE&dib_tag=se&keywords=laptops&qid=1716922976&sr=8-46,Laptops,,amazon
"Acer Aspire Lite 12th Gen Intel Core i7-1255U Premium Metal Laptop (Windows 11 Home/16 GB RAM/512 GB SSD) AL15-52, 39.62cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.59 Kg",https://m.media-amazon.com/images/I/61C0ewGxKJL._AC_UY218_.jpg,"52,990",3.8,"₹80,999₹80,999",https://www.amazon.in/Acer-i7-1255U-Premium-Windows-AL15-52/dp/B0D262KC1J/ref=sr_1_47?dib=eyJ2IjoiMSJ9.QBzdrhXB9QDpeb_LnmsZ_RBTcUsoi4CNP4jirI_nuwsxUoFbk9_7VrFgYfm9FU58IxNJFihZclBxRnsU0lF47mNnkXrNXZrvmodHSkp7seq-1XDo_Z-bOLcQElY7pd0CUmnMqB5G7o3v2RL4_YwD05OfJL6MyNpXTtvrSRK-TRnAxqjYBI8fu-VVAT8iAMvfsveQs8Z1Ul9yOpGqEL353VSE6Go96ZGxJIRxDtTEhNk.PU30FlCF8mKzbS_wS7bJdds0yAeS1eJp64G9odKlZFE&dib_tag=se&keywords=laptops&qid=1716922976&sr=8-47,Laptops,,amazon
"HP Laptop 15, 13th Gen Intel Core i5-1335U, 15.6-inch (39.6 cm), FHD, 8GB DDR4, 1TB SSD, Intel Iris Xe Graphics, FPR, FHD Camera w/Privacy Shutter (Win 11, MSO 2021, Silver, 1.59 kg), fd0012TU",https://m.media-amazon.com/images/I/71+Td2t3VDL._AC_UY218_.jpg,"64,990",4,"₹78,477₹78,477",https://www.amazon.in/HP-i5-1335U-15-6-inch-Graphics-fd0012TU/dp/B0C3MGKNMJ/ref=sr_1_48?dib=eyJ2IjoiMSJ9.QBzdrhXB9QDpeb_LnmsZ_RBTcUsoi4CNP4jirI_nuwsxUoFbk9_7VrFgYfm9FU58IxNJFihZclBxRnsU0lF47mNnkXrNXZrvmodHSkp7seq-1XDo_Z-bOLcQElY7pd0CUmnMqB5G7o3v2RL4_YwD05OfJL6MyNpXTtvrSRK-TRnAxqjYBI8fu-VVAT8iAMvfsveQs8Z1Ul9yOpGqEL353VSE6Go96ZGxJIRxDtTEhNk.PU30FlCF8mKzbS_wS7bJdds0yAeS1eJp64G9odKlZFE&dib_tag=se&keywords=laptops&qid=1716922976&sr=8-48,Laptops,,amazon
"HP Victus Gaming Laptop, 13th Gen Intel Core i5-13420H, 4GB RTX 2050 GPU, 15.6-inch (39.6 cm), FHD, IPS, 144Hz, 16GB DDR4, 1TB SSD, Backlit KB, B&O, Dual Speakers (MSO, Silver, 2.37 kg), fa1307TX",https://m.media-amazon.com/images/I/71CJDe7YNxL._AC_UY218_.jpg,"66,990",3.6,"₹84,838₹84,838",https://www.amazon.in/HP-i5-13420H-15-6-inch-Speakers-fa1307TX/dp/B0D2LG3DRJ/ref=sr_1_49?dib=eyJ2IjoiMSJ9.SgpuIjVHIJnEB5WLBKijibu2qwb8SR8gD4sn2znKtDyVSkJsu3JBRj8N3GAcFvSLShmo3et_BjnMzakMBHFEeQdHLTrtJnM0yOn4t0oGudR5cuDR5jzocP4XShD_YXJFAsMWrPY2ukPNg02ZYhfs-yW9DenllbbSrSdZ4z4lAWsuNCGW4eBPKvNOmRoXsU90VkSzw3H6blDwldIEXxCLbovXNQ1SqGr1Os-NeXL_eLk.h2zYKe60eEPvvNrNxNTR76aREF3HQBEmwFFTZyRBK4U&dib_tag=se&keywords=laptops&qid=1716922979&sr=8-49,Laptops,,amazon
"ZEBRONICS PRO Series Z NBC 3S, Intel Core 12th Gen i3 Processor 8GB RAM & 512GB SSD Laptop, 15.6 Inch (39.6CM), IPS 180° Display, Dolby Atmos, 38.5Wh Large Battery, Windows 11, Space Grey, 1.76 Kg",https://m.media-amazon.com/images/I/71R0EAl5-JL._AC_UY218_.jpg,"25,490",3.8,"₹50,999₹50,999",https://www.amazon.in/ZEBRONICS-Processor-15-6-Inch-Display-Battery/dp/B0CJJDFW6J/ref=sr_1_50?dib=eyJ2IjoiMSJ9.SgpuIjVHIJnEB5WLBKijibu2qwb8SR8gD4sn2znKtDyVSkJsu3JBRj8N3GAcFvSLShmo3et_BjnMzakMBHFEeQdHLTrtJnM0yOn4t0oGudR5cuDR5jzocP4XShD_YXJFAsMWrPY2ukPNg02ZYhfs-yW9DenllbbSrSdZ4z4lAWsuNCGW4eBPKvNOmRoXsU90VkSzw3H6blDwldIEXxCLbovXNQ1SqGr1Os-NeXL_eLk.h2zYKe60eEPvvNrNxNTR76aREF3HQBEmwFFTZyRBK4U&dib_tag=se&keywords=laptops&qid=1716922979&sr=8-50,Laptops,,amazon
"Dell 14 Thin & Light Laptop, Intel 12th Gen Core i5-1235U Processor/8GB/512GB SSD/14.0"" (35.56cm) FHD Display/Intel UHD Graphics/Spill-Resistant Keyboard/Win 11 + MSO'21/Black/15 Month McAfee, 1.48kg",https://m.media-amazon.com/images/I/71Eu1-dfTmL._AC_UY218_.jpg,"46,490",3.8,"₹61,438₹61,438",https://www.amazon.in/Dell-14-Rheinland-Certified-Comfortview/dp/B0BQJ7NMVM/ref=sr_1_51?dib=eyJ2IjoiMSJ9.SgpuIjVHIJnEB5WLBKijibu2qwb8SR8gD4sn2znKtDyVSkJsu3JBRj8N3GAcFvSLShmo3et_BjnMzakMBHFEeQdHLTrtJnM0yOn4t0oGudR5cuDR5jzocP4XShD_YXJFAsMWrPY2ukPNg02ZYhfs-yW9DenllbbSrSdZ4z4lAWsuNCGW4eBPKvNOmRoXsU90VkSzw3H6blDwldIEXxCLbovXNQ1SqGr1Os-NeXL_eLk.h2zYKe60eEPvvNrNxNTR76aREF3HQBEmwFFTZyRBK4U&dib_tag=se&keywords=laptops&qid=1716922979&sr=8-51,Laptops,,amazon
"MSI Bravo 15 Gaming Laptop, AMD Ryzen 7 7735HS, 40CM FHD 144Hz Laptop (16GB/1TB NVMe SSD/Windows 11 Home/Nvidia GeForce RTX 4060, GDDR6 8GB/Black/2.25Kg), C7VFK-087IN",https://m.media-amazon.com/images/I/61BZ2w3PzJL._AC_UY218_.jpg,"93,990",4,"₹1,34,990₹1,34,990",https://www.amazon.in/MSI-Gaming-Windows-GeForce-C7VFK-087IN/dp/B0C5J89W2S/ref=sr_1_52?dib=eyJ2IjoiMSJ9.SgpuIjVHIJnEB5WLBKijibu2qwb8SR8gD4sn2znKtDyVSkJsu3JBRj8N3GAcFvSLShmo3et_BjnMzakMBHFEeQdHLTrtJnM0yOn4t0oGudR5cuDR5jzocP4XShD_YXJFAsMWrPY2ukPNg02ZYhfs-yW9DenllbbSrSdZ4z4lAWsuNCGW4eBPKvNOmRoXsU90VkSzw3H6blDwldIEXxCLbovXNQ1SqGr1Os-NeXL_eLk.h2zYKe60eEPvvNrNxNTR76aREF3HQBEmwFFTZyRBK4U&dib_tag=se&keywords=laptops&qid=1716922979&sr=8-52,Laptops,,amazon
"HP 15s, 11th Gen Intel Core i5-1155G7, 15.6 inch(39.6cm) FHD Anti-Glare Laptop(8GB RAM/512 GB SSD/Intel Iris Xe Graphics/Win 11/Dual Speakers/Backlit KeyboardAlexa Built-in/MSO 2021) 15s-fr4000TU",https://m.media-amazon.com/images/I/718VTQB6pxL._AC_UY218_.jpg,"49,999",4,"₹60,599₹60,599",https://www.amazon.in/HP-i5-1155G7-Anti-Glare-KeyboardAlexa-15s-fr4000TU/dp/B0BRT8PGFB/ref=sr_1_53?dib=eyJ2IjoiMSJ9.SgpuIjVHIJnEB5WLBKijibu2qwb8SR8gD4sn2znKtDyVSkJsu3JBRj8N3GAcFvSLShmo3et_BjnMzakMBHFEeQdHLTrtJnM0yOn4t0oGudR5cuDR5jzocP4XShD_YXJFAsMWrPY2ukPNg02ZYhfs-yW9DenllbbSrSdZ4z4lAWsuNCGW4eBPKvNOmRoXsU90VkSzw3H6blDwldIEXxCLbovXNQ1SqGr1Os-NeXL_eLk.h2zYKe60eEPvvNrNxNTR76aREF3HQBEmwFFTZyRBK4U&dib_tag=se&keywords=laptops&qid=1716922979&sr=8-53,Laptops,,amazon
"Lenovo IdeaPad Gaming 3 Intel Core i5-11320H 15.6"" (39.62cm) FHD IPS 250nits 120Hz Gaming Laptop (16GB/512GB SSD/Win 11/Office 21/NVIDIA GTX 1650 4GB/Alexa/3 Month Game Pass/Black/2.2Kg), 82K101M5IN",https://m.media-amazon.com/images/I/81aNLCWr4RL._AC_UY218_.jpg,"49,990",4.1,"₹90,890₹90,890",https://www.amazon.in/Lenovo-IdeaPad-i5-11320H-39-62cm-82K101M5IN/dp/B0CX59LSHB/ref=sr_1_54?dib=eyJ2IjoiMSJ9.SgpuIjVHIJnEB5WLBKijibu2qwb8SR8gD4sn2znKtDyVSkJsu3JBRj8N3GAcFvSLShmo3et_BjnMzakMBHFEeQdHLTrtJnM0yOn4t0oGudR5cuDR5jzocP4XShD_YXJFAsMWrPY2ukPNg02ZYhfs-yW9DenllbbSrSdZ4z4lAWsuNCGW4eBPKvNOmRoXsU90VkSzw3H6blDwldIEXxCLbovXNQ1SqGr1Os-NeXL_eLk.h2zYKe60eEPvvNrNxNTR76aREF3HQBEmwFFTZyRBK4U&dib_tag=se&keywords=laptops&qid=1716922979&sr=8-54,Laptops,,amazon
"HP Victus Gaming Laptop, AMD Ryzen 5 5600H, 4GB RTX 3050 GPU, 15.6-inch (39.6 cm) FHD IPS 144Hz, 8GB DDR4, 512GB SSD, Backlit KB, 9ms Response time (Win 11, MSO, Silver, 2.37 kg), fb0050AX",https://m.media-amazon.com/images/I/71niz-DndTL._AC_UY218_.jpg,"56,990",4.3,"₹86,307₹86,307",https://www.amazon.in/HP-5-5600H-Graphics-Response-15-fb0050AX/dp/B0B5R97495/ref=sr_1_55?dib=eyJ2IjoiMSJ9.SgpuIjVHIJnEB5WLBKijibu2qwb8SR8gD4sn2znKtDyVSkJsu3JBRj8N3GAcFvSLShmo3et_BjnMzakMBHFEeQdHLTrtJnM0yOn4t0oGudR5cuDR5jzocP4XShD_YXJFAsMWrPY2ukPNg02ZYhfs-yW9DenllbbSrSdZ4z4lAWsuNCGW4eBPKvNOmRoXsU90VkSzw3H6blDwldIEXxCLbovXNQ1SqGr1Os-NeXL_eLk.h2zYKe60eEPvvNrNxNTR76aREF3HQBEmwFFTZyRBK4U&dib_tag=se&keywords=laptops&qid=1716922979&sr=8-55,Laptops,,amazon
"HP Laptop 14, 13th Gen Intel Core i3-1315U, 14-inch (35.6 cm), FHD, 8GB DDR4, 512GB SSD, Intel UHD Graphics, FHD Camera w/Privacy Shutter, Thin & Light (Win 11, MSO 2021, Blue, 1.4 kg), gr0000TU",https://m.media-amazon.com/images/I/61LSUHNKQkL._AC_UY218_.jpg,"40,980",4,"₹54,539₹54,539",https://www.amazon.in/HP-i3-1315U-14-inch-Graphics-gr0000TU/dp/B0C9DL7THT/ref=sr_1_56?dib=eyJ2IjoiMSJ9.SgpuIjVHIJnEB5WLBKijibu2qwb8SR8gD4sn2znKtDyVSkJsu3JBRj8N3GAcFvSLShmo3et_BjnMzakMBHFEeQdHLTrtJnM0yOn4t0oGudR5cuDR5jzocP4XShD_YXJFAsMWrPY2ukPNg02ZYhfs-yW9DenllbbSrSdZ4z4lAWsuNCGW4eBPKvNOmRoXsU90VkSzw3H6blDwldIEXxCLbovXNQ1SqGr1Os-NeXL_eLk.h2zYKe60eEPvvNrNxNTR76aREF3HQBEmwFFTZyRBK4U&dib_tag=se&keywords=laptops&qid=1716922979&sr=8-56,Laptops,,amazon
"Lenovo LOQ Intel Core i7-13620H 15.6"" (39.6cm) FHD IPS 144Hz 350Nits Gaming Laptop (16GB/512GB SSD/Win 11/NVIDIA RTX 4060 8GB/3 Month Game Pass/Office 2021/Storm Grey/2.4Kg), 82XV00BRIN",https://m.media-amazon.com/images/I/81f7dTXcl4L._AC_UY218_.jpg,"1,04,990",4,"₹1,61,990₹1,61,990",https://www.amazon.in/Lenovo-i7-13620H-39-6cm-350Nits-82XV00BRIN/dp/B0CR1JLZ8B/ref=sr_1_57?dib=eyJ2IjoiMSJ9.SgpuIjVHIJnEB5WLBKijibu2qwb8SR8gD4sn2znKtDyVSkJsu3JBRj8N3GAcFvSLShmo3et_BjnMzakMBHFEeQdHLTrtJnM0yOn4t0oGudR5cuDR5jzocP4XShD_YXJFAsMWrPY2ukPNg02ZYhfs-yW9DenllbbSrSdZ4z4lAWsuNCGW4eBPKvNOmRoXsU90VkSzw3H6blDwldIEXxCLbovXNQ1SqGr1Os-NeXL_eLk.h2zYKe60eEPvvNrNxNTR76aREF3HQBEmwFFTZyRBK4U&dib_tag=se&keywords=laptops&qid=1716922979&sr=8-57,Laptops,,amazon
"HP Laptop 14s, 12th Gen Intel Core i3-1215U, 14-inch (35.6 cm), FHD, 8GB DDR4, 512GB SSD, Intel UHD Graphics, Thin & Light, Dual Speakers (Win 11, MSO 2021, Silver, 1.46 kg), dy5008TU",https://m.media-amazon.com/images/I/71o5NbE0xZL._AC_UY218_.jpg,"38,490",3.9,"₹51,265.85₹51,265.85",https://www.amazon.in/HP-i3-1215U-Graphics-Speakers-dy5008TU/dp/B0BZS88YPT/ref=sr_1_58?dib=eyJ2IjoiMSJ9.SgpuIjVHIJnEB5WLBKijibu2qwb8SR8gD4sn2znKtDyVSkJsu3JBRj8N3GAcFvSLShmo3et_BjnMzakMBHFEeQdHLTrtJnM0yOn4t0oGudR5cuDR5jzocP4XShD_YXJFAsMWrPY2ukPNg02ZYhfs-yW9DenllbbSrSdZ4z4lAWsuNCGW4eBPKvNOmRoXsU90VkSzw3H6blDwldIEXxCLbovXNQ1SqGr1Os-NeXL_eLk.h2zYKe60eEPvvNrNxNTR76aREF3HQBEmwFFTZyRBK4U&dib_tag=se&keywords=laptops&qid=1716922979&sr=8-58,Laptops,,amazon
"Acer Nitro V Gaming Laptop 13th Gen Intel Core i5-13420H with RTX 3050 Graphics 6 GB VRAM, 144Hz Display (16 GB DDR5/512GB SSD/Windows 11 Home/Wi-Fi 6),15.6""(39.6cms) FHD ANV15-51",https://m.media-amazon.com/images/I/51GGNToj7aL._AC_UY218_.jpg,"69,990",4,"₹87,999₹87,999",https://www.amazon.in/Acer-i5-13420H-Graphics-Display-ANV15-51/dp/B0CQP1T2VW/ref=sr_1_59?dib=eyJ2IjoiMSJ9.SgpuIjVHIJnEB5WLBKijibu2qwb8SR8gD4sn2znKtDyVSkJsu3JBRj8N3GAcFvSLShmo3et_BjnMzakMBHFEeQdHLTrtJnM0yOn4t0oGudR5cuDR5jzocP4XShD_YXJFAsMWrPY2ukPNg02ZYhfs-yW9DenllbbSrSdZ4z4lAWsuNCGW4eBPKvNOmRoXsU90VkSzw3H6blDwldIEXxCLbovXNQ1SqGr1Os-NeXL_eLk.h2zYKe60eEPvvNrNxNTR76aREF3HQBEmwFFTZyRBK4U&dib_tag=se&keywords=laptops&qid=1716922979&sr=8-59,Laptops,,amazon
